to_date	san_luong
2019-06-21	936.127346
2019-06-22	969.995490
2019-06-23	877.411278
2019-06-24	1120.644324
2019-06-25	1417.960902
2019-06-26	1064.775571
2019-06-27	1278.369602
2019-06-28	1124.385828
2019-06-29	1166.131712
2019-06-30	1069.546048
2019-07-01	1327.355555
2019-07-02	1628.968602
2019-07-03	1279.098477
2019-07-04	1502.610748
